sku,ean,normale_prijs,advies_prijs
39984999,8720604302158,6.55,6.99
39985000,8720604302523,5.45,5.99
39985001,8720604302844,10.55,12.99
39985002,8720604302721,4.60,4.99
39985006,8720604303421,1.95,1.99
39985009,8720604302059,3.25,3.49
39985012,8720604302783,8.15,8.99
39985017,8720604302509,5.30,5.49
39985018,8720604302585,9.05,8.99
39985019,8720604301953,7.25,7.49
39985020,8720604303995,4.60,4.99
39985021,8716242655701,10.95,29.95
39985034,8718026585556,2.15,3.25
39985050,8717729117729,9.40,12.25
39985051,8720604302547,6.85,6.99
39985052,8720604302943,8.75,8.99
39985065,8720604302011,6.35,6.49
39985067,8720604302561,7.05,7.49
39985074,8716242655589,10.95,29.95
39985092,8720604303063,11.65,11.99
39985095,8716242655718,10.95,29.95
39985096,8718868270405,18.15,18.15
39985105,8720604302646,4.15,4.49
39985107,8720604302288,4.15,4.49
39985108,8720604301878,3.75,3.99
39985111,8720604303360,7.45,7.49
39985147,8720604302233,3.75,3.99
39985160,8720604301915,4.35,4.49
39985181,8718868270047,17.05,17.05
39985211,8717729110638,41.85,63.35
39985212,8720604303322,7.45,7.49
39985213,8718026583132,1.95,2.25
39985214,8718868270139,18.50,18.50
39985253,8718868270986,11.95,11.95
39985254,8718868270306,9.70,9.70
39985255,8720604302301,4.15,4.99
39985256,8718868270245,8.00,8.00
39985257,8718868270313,10.55,10.55
39985294,8716242492535,12.10,25.50
39985296,8716242493273,12.10,26.50
39985299,8716242651932,14.30,26.50
39985326,8718868270054,10.65,10.65
39985327,8720604301854,3.75,3.99
39985328,8718868270504,10.95,10.95
39985330,8718868270009,17.95,17.95
39985356,8719699345874,27.50,24.99
39985358,8719699341104,18.70,16.99
39985366,8716242657132,10.95,29.95
39985376,8720604303896,9.85,12.99
39985377,8720604302097,3.25,3.99
39985378,8720604302110,3.50,3.99
39985379,8720604302769,10.35,12.99
39985380,8720604302745,5.95,5.99
39985381,8720604302349,6.15,6.49
39985409,8718868270207,20.15,20.15
39985412,8718375332368,132.25,199.99
39985459,8716242657187,10.95,29.95
39985476,8718696577998,5.45,16.99
39985488,8718026585358,3.05,3.50
39985489,8718026585426,1.95,2.95
39985501,8716242492825,12.10,29.95
39985502,8710735801088,0.75,
39985506,8711113043106,12.10,23.95
39985507,8711113040853,15.40,30.49
39985511,8711113043007,12.10,23.95
39985515,8711113043120,12.10,23.95
39985516,8716644200691,28.30,50.29
39985520,8718026585396,2.15,3.25
39985523,8716242651970,14.30,26.50
39985524,8716242661399,22.00,34.50
39985562,8718375332672,2.50,3.75
39985563,8718026585372,2.15,3.25
39985564,8719699348981,19.80,17.99
39985576,8716242491286,12.10,23.95
39985581,8716242493334,12.10,26.50
39985585,8712576106445,29.10,40.51
39985590,8716242493310,12.10,26.50
39985592,5410091692971,14.85,19.09
39985598,8716242661337,22.00,49.95
39985599,8716242661382,22.00,34.50
39985600,8716242651925,14.30,26.50
39985601,8716242492788,12.10,29.95
39985605,5010426805016,10.95,15.95
39985642,8716242657088,10.95,29.95
39985643,8716242727637,10.95,29.95
39985644,8716242727507,10.95,29.95
39985653,8718026585402,1.70,2.50
39985655,8718026589844,2.15,3.25
39985656,8717729115022,22.65,34.50
39985657,8716242730408,10.95,29.95
39985658,8718026585419,2.15,3.25
39985664,8711113118156,13.20,32.49
39985685,8716242650546,10.95,29.95
39985697,8718026585389,1.70,2.50
39985703,8712576304872,28.00,38.55
39985736,8712576305756,31.90,44.77
39985742,8711113108560,12.10,23.95
39985743,8711113108461,12.10,23.95
39985765,8716242493266,12.10,26.50
39985767,5410091631963,9.85,12.15
39985783,8711113108218,15.40,30.49
39985784,8711113108133,15.40,30.49
39985786,8711113108614,12.10,23.95
39985788,8716644203067,20.50,36.39
39985815,8712576304896,29.60,41.62
39985816,8712576302489,47.95,66.46
39985817,8712576101518,32.25,44.53
39985819,8712576305718,51.50,72.76
39985860,8711113108539,12.10,23.95
39985879,8711113108171,15.40,30.49
39985886,8712576305732,47.95,66.46
39985894,8711113075060,13.20,26.99
39985927,8711113108508,12.10,23.95
39985936,8712576306876,31.65,42.95
39985955,8718026585433,1.45,1.95
39985959,8716242651963,14.30,26.50
39985960,8716242492771,12.10,29.95
39985961,8716242492801,12.10,29.95
39985974,8711113074841,13.20,26.99
39986121,8712576302267,28.10,38.87
39986123,8712576306845,34.95,48.88
39986124,8712576104908,28.10,38.87
39986140,8717344991094,4.35,6.60
39986182,8716644203043,20.50,36.39
39986251,8717344997607,3.25,4.95
39986256,8717344999007,14.05,21.29
39986289,5413326382210,23.15,22.25
39986290,8718026586164,4.75,7.25
39986292,8711946406468,22.00,35.95
39986294,8712448266246,40.75,49.00
39986305,8720195793144,22.00,32.95
39986314,8717729112199,2.55,3.85
39986316,8717211000416,6.95,10.45
39986317,8712879936060,0.35,5.80
39986318,8717729110119,9.85,14.95
39986320,8718026586140,5.45,8.25
39986323,8717729115589,7.20,10.85
39986337,8718026588229,14.10,21.39
39986338,8718026588601,0.80,1.25
39986339,8717211000430,7.20,9.35
39986353,8717729115619,20.90,31.65
39986376,8717729110072,10.55,15.85
39986381,8717729117958,2.15,3.25
39986398,8717729117316,17.60,26.65
39986399,8718026586157,3.05,4.59
39986413,8719274344971,3.90,5.85
39986414,8718026584535,9.40,14.20
39986415,8717729118467,6.10,9.25
39986435,8718026581541,10.55,15.85
39986437,8717729110010,4.35,6.75
39986443,8717729115558,6.55,9.95
39986447,8717729118016,6.55,9.95
39986457,8717729110164,10.55,15.85
39986459,8718375332757,5.30,6.50
39986472,8717729110041,6.35,9.60
39986473,8717729110058,6.55,9.95
39986481,8717729110096,9.15,13.75
39986482,8718375338605,4.95,7.95
39986488,8718026586546,3.25,3.95
39986494,8717729115534,4.35,6.60
39986495,8717729115541,5.45,8.50
39986496,8717729110027,7.25,10.95
39986497,8717729110133,12.10,18.29
39986506,8718026586133,3.60,5.45
39986508,8717729110034,8.75,13.45
39986509,8717729110102,11.85,17.95
39986522,8716242827917,10.95,19.95
39986523,8711113122504,22.50,46.49
39986525,8717729110669,3.25,3.95
39986527,8718026588212,12.80,19.39
39986529,8717729110089,7.45,11.25
39986536,8717729110065,7.65,11.59
39986540,8717729118009,3.85,5.75
39986713,8718375332825,1.40,2.10
39986726,8718375337875,1.70,2.95
39986734,8718026585181,36.35,54.95
39986735,8711465682794,7.65,7.65
39986741,5413326155715,6.55,7.39
39986743,8718026585594,2.20,3.33
39986745,8718026589912,13.25,17.25
39986750,8718026585440,2.65,2.95
39986751,8717729115527,16.50,24.95
39986753,8718026585570,3.60,5.45
39986754,8717729112120,2.75,4.09
39986761,8717729118030,6.95,10.45
39986762,8717729117989,2.75,4.09
39986763,8717729117972,2.75,4.09
39986764,8717729118023,6.55,9.95
39986765,8717729118092,4.35,5.15
39986768,8718026586102,5.30,7.95
39986769,8717729118115,4.95,5.85
39986771,8718026586829,66.10,99.95
39986774,8717729115466,19.80,29.95
39986789,8717729118047,6.95,10.45
39986801,8711113122535,22.50,46.49
39986817,8717729115572,6.10,9.19
39986819,8717729117965,2.15,3.25
39986820,8717729117941,0.95,1.45
39986845,8717729110126,10.95,16.65
39986847,8714344997200,18.70,28.29
39986849,8711577189594,4.35,4.19
39986850,8711577004231,4.35,4.19
39986856,8717729118122,7.65,11.59
39986859,8717729110942,1.70,2.50
39986861,8718026586836,66.10,99.95
39986862,8718026589370,30.80,46.65
39986886,8717729118139,7.65,11.59
39986893,8711577061739,3.95,3.69
39986894,8718026585198,49.55,75.07
39986898,8717729117934,0.95,1.45
39986899,8717729117996,3.85,5.75
39986900,8717729118085,4.35,5.15
39986901,8712576306784,38.55,58.69
39986902,8718026586119,6.55,9.95
39986903,7439604038080,1.10,1.60
39986904,8711577190545,3.95,3.69
39986907,8717729111222,2.80,3.25
39986912,8717729112137,2.50,3.75
39986916,8718026585587,3.95,5.95
39986919,8718375332351,27.50,41.69
39986922,8713126479101,12.65,18.95
40160193,4000441448627,26.40,44.95
40160197,4000441721980,11.05,29.50
40160205,4000441448641,26.40,44.95
40160207,4000441449020,28.60,45.95
40160212,8711912313035,13.20,22.95
40160214,8711912326059,26.40,44.95
40160219,8711912290015,17.60,29.95
40160222,4000441895957,16.55,39.00
40160226,8711912328060,9.85,16.95
40160227,8711912318122,16.50,28.95
40160238,8711912281389,18.70,31.95
40160240,5011419687596,33.00,33.00
40160250,8711912322280,18.70,32.95
40160262,,3.10,
40160273,7311490055443,9.50,15.00
40160279,4000441451740,19.80,34.00
40160290,8711912323966,19.80,33.95
40160304,4000441423655,24.20,36.95
40160313,8711912319853,18.70,32.95
40160347,4000441449044,22.00,33.95
40160352,4000441721713,11.05,32.50
40160354,4000441862638,16.50,30.50
40160355,4000441721812,16.00,32.50
40160375,8711912318641,16.50,16.50
40160381,8711912322679,18.70,32.95
40160388,5411012344092,27.50,45.95
40160389,8711912321269,19.80,33.95
40160392,8711912289439,18.70,31.95
40160400,8711912322846,9.85,16.95
40160402,8711912318115,16.50,28.95
40160413,4000441895940,20.90,39.00
40160416,4000441896404,16.55,39.00
40160418,8711912320217,13.20,22.95
40160426,5411012288662,23.15,39.95
40160453,5011583418668,23.15,31.95
40160469,4000441433128,16.50,25.95
40160473,4001860565018,22.00,37.95
40160475,4000441799613,16.50,26.95
40160478,4000441523843,18.70,31.95
40160482,8718946304169,28.60,34.95
40160488,4001860565117,22.00,37.95
40160490,4000441732351,18.70,35.95
40160493,4000441664508,14.30,29.95
40160496,4001860565025,22.00,37.95
40160497,3294270278994,31.90,54.95
40160505,4001860565087,22.00,37.95
40160511,8711912316319,9.85,16.95
40160523,8711912315053,16.50,16.50
40160538,4001860565124,22.00,37.95
40160552,4000441701739,19.80,31.95
40160570,3294270822081,31.90,54.95
40160573,4000441886702,13.20,21.95
40160574,4000441523621,18.70,31.95
40160577,8711912338670,23.15,
40160590,5411012372620,25.30,42.95
40160593,4000278248025,42.95,73.95
40160595,5411012385460,25.30,42.95
40160596,4000278333882,23.15,39.95
40160599,8711912343650,18.70,31.95
40160602,4000278250264,25.30,43.95
40160603,5411012427870,30.80,52.95
40160608,5415058020019,22.00,34.95
40160611,8711912320767,18.70,31.95
40160613,4001860316146,24.20,37.95
40160614,4000441452051,26.40,44.95
40160615,4000441443486,18.70,27.95
40160616,4000441443479,16.50,27.95
40160617,8711912347481,26.40,44.95
40160626,4000441799620,16.50,22.95
40160627,4000441899047,15.40,22.95
40160628,3294270875087,31.90,54.95
40160638,8711912318078,16.50,28.95
40160641,4000441527025,15.40,25.95
40160642,4000441664515,20.90,39.95
40160645,8711912347474,26.40,44.95
40160647,4000278063642,24.20,41.95
40160653,8711912347467,26.40,44.95
40160655,4000441443424,17.60,26.95
40160667,4001860565100,22.00,37.95
40160668,4001860565056,22.00,37.95
40160671,4000441523508,19.80,33.95
40160672,4000278571345,14.30,24.95
40160673,4000278250455,24.20,41.95
40160676,4000278235933,22.00,37.95
40160683,4000441473902,33.00,38.95
40160685,8711912322068,17.60,29.95
40160688,8711912328008,15.40,26.95
40160698,8718946304183,22.00,34.95
40160699,5415058020040,22.00,34.95
40160707,5411012372668,25.30,42.95
40160709,8711912289422,18.70,31.95
40160712,8711912347122,19.80,33.95
40160713,8711912347139,19.80,33.95
40160715,4000278250417,26.40,44.95
40160716,4000441442120,16.50,27.95
40160717,4000278250400,24.20,41.95
40160719,5411012368586,27.50,45.95
40160720,8711912313004,13.20,22.95
40160725,8711912347436,26.40,44.95
40160732,8711912290046,16.50,28.95
40160734,8710339520507,19.80,29.75
40160735,8711912326981,13.20,22.95
40160739,8711912351785,27.50,45.95
40160740,5410091267964,6.10,9.15
40160742,8711912351754,27.50,45.95
40160743,4000278571314,14.30,24.95
40160744,4000278250516,26.40,44.95
40160747,4000278335336,23.15,39.95
40160751,5411012373245,23.15,39.95
40160754,8711912340222,24.20,41.95
40160755,8718946260465,19.80,34.95
40160759,4000278250431,26.40,44.95
40160760,4000441859614,10.95,27.50
40160761,4000441899030,14.30,24.95
40160763,4000441489859,24.20,28.95
40160764,5411012372477,25.30,42.95
40160765,8711912344824,16.50,27.95
40160766,5060233005635,29.70,50.95
40160768,5060233003198,16.50,27.95
40160769,8711912338991,23.15,39.95
40160771,8022560032132,19.80,34.95
40160772,4000278571413,14.30,24.95
40160773,5411012368623,27.50,45.95
40160774,5411012372934,27.50,45.95
40160782,4001860316160,24.20,37.95
40160784,8711912338731,23.15,
40160785,8022560032194,19.80,34.95
40160786,8718946260236,19.80,34.95
40160788,4000441452037,26.40,44.95
40160792,8718946304312,22.00,34.95
40160795,3294275762047,33.00,52.50
40160796,5411012436605,25.30,35.95
40160798,5411012427887,30.80,52.95
40160799,4000441437201,19.80,32.95
40160800,4000441800418,14.30,23.95
40160801,4000441437218,18.70,32.95
40160802,4000278250448,24.20,41.95
40160804,8022560032323,19.80,34.95
40160805,4000278311026,27.50,46.95
40160807,8718946259919,19.80,34.95
40160808,8711912347443,26.40,44.95
40160809,4000441512625,14.30,29.95
40160810,5411012374341,25.30,42.95
40160811,4000278571338,14.30,24.95
40160813,4000441512656,15.40,25.95
40160814,4000278333967,22.00,37.95
40160815,4000278335329,23.15,39.95
40160818,4000278054947,24.20,41.95
40160819,5411012368579,27.50,45.95
40160822,4000441801439,15.40,25.95
40160823,4000441800463,14.30,23.95
40160826,5411012374310,25.30,42.95
40160828,4000278246618,29.70,50.95
40160829,4000441881851,15.40,22.95
40160832,8711912339851,31.90,54.95
40160843,8718946260274,23.15,36.95
40160844,8718946257960,28.60,34.95
40160846,8718946231083,28.60,34.95
40160848,8711912343612,18.70,31.95
40160849,4000278250424,26.40,44.95
40160858,4000278250721,26.40,44.95
40160859,4000278571307,14.30,24.95
40160860,4000278250530,26.40,44.95
40160862,5411012376963,27.50,45.95
40160864,4000441442908,17.60,32.95
40160866,4000441489804,24.20,28.95
40160867,5411012385446,25.30,42.95
40160869,5411012426675,30.80,52.95
40160870,5411012427849,30.80,52.95
40160871,5411012405069,25.30,36.95
40160873,8711912351693,27.50,45.95
40160876,5411012417765,22.00,32.50
40160878,5410091625146,5.30,8.39
40160879,5411012373030,27.50,45.95
40160885,8022560032064,19.80,34.95
40160887,5411012371517,27.50,45.95
40160888,5411012385477,25.30,42.95
40160890,3294270850183,31.90,54.95
40160891,4000441664522,15.40,27.95
40160892,4000441664539,15.40,27.95
40160895,5415058032746,29.70,42.95
40160899,4000441512601,15.40,25.95
40160901,5060233001545,16.50,27.95
40160903,4000441701647,14.30,31.95
40160905,8718946260250,19.80,34.95
40160907,8022560032163,19.80,34.95
40160910,4000278250714,26.40,44.95
40160912,4000441489811,24.20,28.95
40160913,5411012368562,27.50,45.95
40160916,4000441937114,22.00,31.95
40160917,4000441526301,15.40,26.95
40160919,5411012416003,20.90,28.95
40160922,8711912339219,27.50,45.95
40160923,5410091625153,25.30,28.15
40160930,5411012438302,22.00,29.95
40160934,5411012436537,23.15,32.95
40160935,4046701820369,19.80,24.95
40160938,5410091626938,15.40,16.65
40160946,8711113087582,84.85,100.04
40160965,8711912351778,27.50,45.95
40160969,5411012373467,23.15,39.95
40160970,3294270950111,14.30,24.95
40160972,3294270310038,17.60,29.95
40160974,4000441523904,19.80,33.95
40160975,4000278311033,27.50,46.95
40160980,5415058020095,19.80,24.95
40160983,4000441610390,15.40,27.50
40160984,8718946304350,22.00,34.95
40160987,8711912343643,18.70,31.95
40161001,4000278326723,24.20,41.95
40161003,4000278054039,23.15,39.95
40161011,3294270179055,16.50,27.95
40161012,3294270103029,17.60,29.95
40161013,3294271325017,16.50,27.95
40161015,4000441886726,13.20,21.95
40161018,4000441523928,19.80,33.95
40161027,8711912312403,22.00,37.95
40161029,4000278063673,24.20,41.95
40161030,5411012368555,27.50,45.95
40161031,4000441503951,15.40,29.95
40161032,8718946231106,28.60,34.95
40161035,4000278571376,14.30,24.95
40161037,8711912343636,19.80,33.95
40161056,5011419687633,47.35,81.95
40161067,8711912318108,16.50,28.95
40161079,5411012419271,30.80,53.75
40161094,5410091625160,40.20,47.05
40161105,5411012344085,23.15,39.95
40161107,8711912337161,17.60,29.95
40161110,8718946258028,28.60,34.95
40161111,8718946258004,28.60,34.95
40161113,8718946231069,28.60,34.95
40161114,8718946231168,28.60,34.95
40161115,4000441930115,15.40,32.95
40161117,8718946260298,19.80,34.95
40161118,8718946231182,28.60,34.95
40161149,5413907214053,18.70,31.95
40161168,4000278235919,22.00,37.95
40161170,5411012377021,27.50,45.95
40161173,5411012383855,27.50,45.95
40161174,5411012383848,27.50,45.95
40161175,8711912319716,18.70,31.95
40161176,5411012426736,30.80,52.95
40161177,8718946304145,28.60,34.95
40161194,8710439270074,8.30,
40161200,4000441448504,26.40,44.95
40161201,4000278571352,14.30,24.95
40161203,5411012369088,27.50,45.95
40161204,4000441452006,26.40,44.95
40161205,5411012369095,27.50,45.95
40161206,4000441442113,16.50,27.95
40161207,5411012369071,27.50,45.95
40161228,4046701820321,20.90,26.95
40161232,4000441489880,24.20,28.95
40161257,5411012438258,22.00,29.95
40161258,5411012405090,22.00,32.95
40161259,4000278063994,25.30,43.95
40161262,5411012426798,27.50,47.45
40161263,8711912351792,27.50,45.95
40161264,5411012372699,25.30,
40161265,5413907214428,24.20,41.95
40161280,4000278311224,22.00,37.95
40161283,5411012383862,27.50,45.95
40161284,5060233005611,29.70,50.95
40161325,4000278058365,18.70,32.95
40161335,8713274000165,19.80,23.34
40161380,3294270970102,31.90,54.95
40161424,5411012368593,27.50,45.95
40161428,5411012368647,27.50,45.95
40161431,8022560032088,19.80,34.95
40161601,4000441938203,14.30,34.95
40161602,8718946257984,28.60,34.95
40161604,8718946231144,28.60,34.95
40161607,4000278250462,24.20,41.95
40161608,4000278061020,22.00,37.95
40161610,8711912343629,19.80,33.95
40161667,5411012373023,27.50,45.95
40161701,5411012372583,13.20,29.95
40161702,4000278063895,22.00,37.95
40161703,5411012426811,30.80,52.95
40161705,8711912351686,27.50,45.95
40161706,8711912351747,27.50,45.95
40161709,8711912320774,22.00,37.95
40161711,8711912351709,27.50,45.95
40161712,8711912351730,27.50,45.95
40161715,5410091626877,7.65,10.95
40161796,5411012300340,20.90,35.95
40161907,8711143144156,10.95,13.30
40474444,7311490055382,7.00,10.50
40474445,7311490055375,6.00,9.00
40474446,7311490055566,8.00,12.00
40474447,7311490055535,9.00,13.50
40474448,7311490055528,9.00,13.50
40474449,7311490055283,7.00,10.50
40474450,7311490055290,8.00,12.00
40474452,5410083667062,22.00,22.00
40474453,7311490055320,12.90,19.50
40474454,5410083667321,49.55,49.55
40474455,5410083628308,33.00,33.00
40474456,7311490055351,10.90,16.50
40474457,7311490055368,13.90,21.00
40474458,7311490055504,6.00,9.00
40474459,7311490055344,8.00,12.00
40474460,7311490055306,9.00,13.50
40474461,7311490055313,10.90,16.50
40474463,5410083016419,14.90,14.90
40474464,5410083016426,14.90,14.90
40474465,5410083016686,14.90,14.90
40474466,5410083016792,27.50,27.50
40474467,5410083016440,14.90,14.90
40474468,5410083016495,14.90,14.90
40474469,5410083016556,14.90,14.90
40474470,5410083017003,14.90,14.90
40474471,5410083016747,14.90,14.90
40474472,5410083016860,27.50,27.50
40474474,5410083016624,14.90,14.90
40474475,5410083017348,25.30,25.30
40474476,5410083016587,14.90,14.90
40474477,5410083017072,14.90,14.90
40474478,5410083017157,27.50,27.50
40474479,5410083017287,16.50,16.50
40474480,5410083016853,27.50,27.50
40474481,5410083017300,16.50,16.50
40474482,5410083016945,14.90,14.90
40474483,8711113125321,16.95,50.85
40474484,5410083017027,14.90,14.90
40474485,5410083017089,27.50,27.50
40474486,5410083017317,33.00,33.00
40474487,8711113125314,16.95,50.85
40474488,8711113125291,16.95,50.85
40474493,8711113126366,16.50,44.85
40474494,8711113125307,16.95,50.85
40474496,5410083666980,15.40,41.85
40474501,5410083016662,14.90,14.90
40474502,5410083016839,27.50,27.50
40474503,8719325705539,8.10,7.30
40474504,8719325705669,8.10,7.30
40474517,7311490055436,7.15,10.73
40474518,7311490055399,8.00,12.00
40474519,7311490055429,12.90,19.50
40474520,7311490055580,14.90,22.50
40474521,7311490055597,19.90,30.00
40474522,7311490055573,10.90,16.50
40474523,7311490055559,12.90,19.50
40474524,7311490055542,12.90,19.50
40474525,7311490055337,5.00,7.50
40474526,7311490055412,10.90,16.50
40474527,7311490055511,7.00,10.50
40474529,5410083017355,13.20,13.20
40474530,5410083016778,27.50,27.50
40474531,5410083016570,14.90,14.90
40474532,5410083016723,14.90,14.90
40474533,5410083016846,27.50,27.50
40474535,5410083016594,14.90,14.90
40474536,5410083016716,14.90,14.90
40474537,5410083016754,14.90,14.90
40474538,5410083016518,14.90,14.90
40474539,5410083016730,14.90,14.90
40474541,5410083016457,14.90,14.90
40474542,5410083017249,33.00,33.00
40474543,5410083016532,14.90,14.90
40474546,8719325705140,8.10,8.10
40474547,8719325705157,8.10,8.10
40474548,8719325705171,8.10,8.10
40474549,8719325705409,10.40,10.40
40474550,8719325705454,10.40,10.40
40474551,8719325705737,8.10,7.30
40474552,8719325705584,8.10,7.30
40474553,8719325705713,8.10,7.30
40474554,8719325942439,6.95,6.25
40474555,8719325705218,8.10,8.10
40474556,8719325705232,8.10,8.10
40474557,8719325705492,10.40,10.40
40474558,8719325705560,8.10,7.30
40474559,8719325705621,8.10,7.30
40474560,8719325705676,8.10,7.30
40474561,8719325705690,8.10,7.30
40474563,8719325942163,11.60,11.60
40474565,8719325705195,8.10,8.10
40474566,8719325705430,10.40,10.40
40474567,8719325705478,10.40,10.40
40474568,8719325705546,8.10,7.30
40474569,8719325705607,8.10,7.30
40474570,8719325942507,6.95,6.25
40474571,5410083017331,33.00,33.00
40474572,8719325942743,9.25,8.35
40474573,8719325942767,9.25,8.35
40474574,8719325943306,11.60,10.45
40474575,8719325705904,6.95,6.25
40474576,8719325705942,6.95,6.25
40474577,8719325705805,15.40,15.40
40474580,8719325942149,11.60,11.60
40474581,8719325942460,6.95,6.25
40474582,8719325942576,6.95,6.25
40474583,8719325705416,10.40,10.40
40474584,8719325705928,6.95,6.25
40474585,8719325705966,6.95,6.25
40474589,8719325942446,6.95,6.25
40474590,8719325942569,6.95,6.25
40474591,8719325942651,6.95,6.25
40474592,8719325942699,9.25,8.35
40474593,8719325942590,6.95,6.25
40474594,8719325942705,9.25,8.35
40474595,8719325942484,6.95,6.25
40474596,8719325942613,6.95,6.25
40474597,8719325942729,9.25,8.35
40474598,8719325943214,11.60,10.45
40474599,8719325943269,11.60,10.45
40474600,8719325943283,11.60,10.45
40474601,8719325705874,6.95,6.25
40474602,8719325705782,15.40,15.40
40474603,8719325705799,15.40,15.40
40474604,8719325705812,15.40,15.40
40474605,8711912313912,71.60,71.60
40474608,8719325942637,6.95,6.25
40474609,8719325943221,11.60,10.45
40474610,8719325943245,11.60,10.45
40474611,8719325942781,9.25,8.35
40474612,8719325705881,6.95,6.25
40474843,5410091268718,22.00,22.79
40474853,4015000431835,3.25,4.11
40474893,3178040434806,10.95,13.99
40474900,5410091644963,7.65,9.09
40474910,4015000414821,6.55,8.15
40474912,4015000417327,7.65,9.28
40474913,4015000417204,6.05,6.91
40474914,5410091645007,5.45,7.39
40474915,3178041312127,9.35,10.75
40474917,4015000431774,8.25,10.61
40474918,4015000423915,6.55,7.39
40474920,5410091678593,10.55,12.89
40474922,4015000417488,6.05,7.59
40474933,5410091625139,7.15,9.39
40474934,5410091627492,11.60,17.05
40474942,5410091323455,8.25,9.15
40474944,5410091262914,13.55,17.45
40474945,5410091262662,8.75,10.39
40474947,5410091700294,11.60,17.45
40474970,5410091262563,8.75,10.09
40474973,3178046661053,22.65,26.95
40474977,5410091644970,9.15,12.95
40474978,4015000423960,7.15,7.39
40474980,4015000423861,7.15,7.39
40474982,3178040682177,9.30,12.51
40474983,4015000437547,8.30,10.49
40475026,5410091262655,8.55,10.09
40475062,4015000417228,6.05,7.55
40475064,5410091679736,10.25,14.79
40475207,8711113085526,25.30,49.99
40475290,4015000423878,7.15,7.39
40475296,5410091626907,10.25,12.05
40475450,8716242491743,39.65,39.65
40475473,8711113078696,5.50,5.50
40475563,8716242720560,10.95,29.50
40475628,8716242835790,14.30,27.95
40475633,8716242720546,10.95,29.50
40475742,8713274011680,35.85,71.37
40475757,8716242491675,13.20,33.95
40475773,5410083420179,77.10,96.99
40475817,8711113127110,13.20,31.99
40475838,7439604040014,0.55,0.60
40475839,7439604040007,0.55,0.60
40475884,8711113118972,8.75,24.95
40475887,8711113127264,8.75,23.49
40475911,8711113118026,22.00,44.99
40475936,7439604040021,0.55,0.60
40475986,8710839114244,1.40,1.65
40476000,8713274020026,20.90,35.19
40476017,4001895834769,2.15,6.81
40476024,8711452222866,59.50,70.95
40476035,8717003314912,11.05,14.25
40476074,8711452211341,13.20,16.95
40476094,8711452211310,7.65,9.95
40476099,8711452222859,48.45,57.95
40476100,8711452222880,77.10,91.95
40476125,5413326142739,8.30,10.99
40476131,5400107127856,2.15,2.15
40476150,7439604039063,0.55,0.60
40476151,7439604039070,0.55,0.60
40476166,8711113122214,55.05,99.99
40476173,8711452211549,61.70,72.95
40476174,8711452211655,39.65,46.95
40476212,8716242491668,13.20,33.95
40476213,8716242491682,13.20,33.95
40476223,8717003314998,11.70,17.25
40476234,8711113118330,13.20,32.49
40476239,8711452211327,7.65,9.95
40476250,8711452211334,25.30,31.95
40476251,8711452222842,38.55,45.95
40476254,8711452211525,33.00,39.95
40476280,8717003314837,8.10,10.25
40476289,8711113118149,13.20,32.49
40476295,8716242491552,13.20,33.95
40476300,8719324801218,11.85,21.45
40476309,7439604039094,0.55,0.60
40476319,8711452222873,65.00,76.95
40476365,8716242720676,10.95,29.50
40476367,8716242652151,18.15,39.95
41419921,8721178207665,2.95,2.95
41531111,8716242650270,4.25,4.25
41531112,8716242650355,4.25,4.25
41531113,8716242650379,4.25,4.25
41531116,0076308148768,3.00,3.00
41531118,7891040320646,0.75,
41531121,4042448455291,11.00,11.00
41531122,4063565153464,10.00,10.00
41531123,4063565127359,12.75,12.75
41531125,8716242650461,4.25,4.25
41531126,8716242650416,7.45,7.45
41531127,8716242650478,7.45,7.45
41531130,4042448455246,9.20,9.20
41531131,4063565127366,8.00,8.00
41531132,8716242650386,7.45,7.45
41531138,4063565127373,14.25,14.25
41531152,8710439230887,4.00,
41531153,4042448816122,4.00,4.00
41531155,8716242651499,4.25,4.25
41531156,8716242650492,7.45,7.45
41531157,4063565127410,15.00,15.00
41531162,4042448280961,4.25,4.25
41531163,4042448874825,6.25,6.25
41531165,5410083666867,44.00,44.00
41531167,4063565127403,9.00,9.00
41531168,8716242650485,4.25,4.25
41531169,8716242652250,4.25,4.25
41531173,4042448455222,11.50,11.50
41531174,4063565153471,8.00,8.00
41531175,4063565153488,15.00,15.00
41531176,4063565127397,30.00,30.00
41531177,4063565127380,15.00,15.00
41531179,8716242723745,32.60,32.60
42438137,3488030001322,13.39,13.39
42448981,4053719001802,19.78,19.78
42456808,8716242491101,9.48,9.48
42459837,8716242493259,9.48,9.48
42460613,8716242491200,9.48,9.48
42468729,8711113127356,7.56,7.56
42509598,8716242827023,14.96,14.96
42520588,8716242491187,7.46,7.46
42520925,8710439278803,7.57,7.57
42520966,8710439278827,11.54,11.54
42521825,8711297052161,7.49,7.49
42522945,8710839292812,5.96,5.96
42522968,8711113126212,12.86,12.86
42523029,8716242826941,20.75,20.75
42523040,8716242827245,18.68,18.68
42523156,8716242827467,14.25,14.25
42523191,8716242827511,13.91,13.91
42531806,8716242491262,4.50,4.50
42531939,8716242889328,21.53,21.53
42618733,,32.07,
